3500,3485
3478,3441
4229,4228
4229,309
4382,4365
4382,4383
4740,4178
4740,4738
4740,4736
4740,4739
2491,2487
2491,2494
2491,2359
3747,3739
3049,3045
3049,3046
3049,3051
3049,3055
3202,3201
3202,3325
2894,2891
2894,3384
2894,2898
2894,3382
3415,3413
3415,2367
3415,3477
3741,3750
3741,3739
3055,3049
3055,3056
3383,3674
3383,3384
3383,3977
2803,4156
2803,2383
2803,4451
2803,4145
2803,284
2912,2910
2912,197
2912,27
4860,4858
4860,3269
4860,4857
3458,3441
4724,4725
4724,4728
4849,4848
4849,4830
4849,4847
3046,3049
3111,4342
3111,4902
3111,626
4924,4926
4924,4925
4924,4230
3918,4730
3918,4292
3918,4723
3918,5031
4278,4271
4492,4488
4492,4490
193,128
193,3766
193,4918
193,4920
3161,3303
3480,4037
2219,3534
2219,4967
2219,3536
2910,3659
2910,2912
2910,27
4186,2693
4186,2687
4186,2690
4186,4139
4186,2674
4186,2676
4186,2680
4186,4699
233,4490
233,2519
4470,4451
4470,4453
4470,4474
3306,3304
3306,3253
3306,3256
3306,2485
3306,2359
3306,3305
4354,4346
4354,4361
4354,4008
4618,4620
4618,4621
4618,4250
4620,4621
4620,4618
2591,2586
2591,2593
2591,2367
2891,2894
2891,3382
3536,3535
3536,2219
3536,2535
3536,2536
3536,3534
3536,2362
3536,3502
3536,3537
3536,3538
4070,4072
4070,363
4759,1637
4759,3977
4759,4755
4767,4766
5004,5002
5004,5005
5004,5006
2359,3305
2359,3306
2359,2494
2359,2491
2359,2487
2359,2485
2359,2360
2359,3318
3204,3203
3204,3201
4613,4603
4613,4271
363,4070
363,3423
4604,309
4604,4614
3797,3800
3797,3801
3797,3802
3797,3803
3797,3940
3797,3796
4136,3386
4136,3659
4136,3655
4136,3651
4136,27
4136,4142
3224,4555
4632,4631
4632,4699
4632,4633
4632,4628
4627,4633
4627,4634
4627,4082
3719,3727
3719,3728
3719,3720
3719,3726
3719,173
4163,3004
4163,4165
4163,4789
4163,4790
4555,4554
4555,4702
4555,1052
4555,2665
4555,3222
4555,3223
4555,3224
4720,4718
4720,4721
5031,5033
5031,3918
3133,187
3133,1289
3320,3319
3320,3318
3320,3405
2967,2391
2967,2968
2967,2955
4730,100
4730,3918
4730,4292
4730,5033
37,1916
37,3734
37,3728
37,3730
37,3732
261,2595
261,3445
261,650
4159,4788
4159,3547
1964,1962
1964,2875
3347,3346
3347,3349
3347,4549
3347,2659
3377,2479
3377,3378
2990,2258
2990,4792
2990,4795
2990,3561
2990,4567
2990,4569
2990,3533
4280,4271
4762,619
4762,4766
4762,4034
4762,4763
1048,4548
3468,3441
3771,3769
3771,3773
3803,3797
331,2977
331,4152
331,2391
331,3393
331,4451
4525,4524
4525,3212
4525,4522
4525,4508
4525,4509
4275,4271
3574,3003
3574,3004
4842,3016
4842,4846
4842,4843
4842,4840
619,249
619,4762
3532,3514
3201,3204
3201,3202
3400,3393
3400,3388
3400,76
3400,3399
3641,3388
4099,4090
4285,4271
4285,554
2544,2543
2544,3001
2544,42
4750,4744
4750,4746
4829,4828
4829,4831
4829,4804
4829,4837
4554,2360
4554,3316
4554,2700
4554,4648
4554,4555
4554,3222
4554,3212
3651,3655
3651,4136
4918,193
4918,4920
4918,4919
4918,4926
3613,3607
3613,166
3613,4178
3646,3644
691,259
691,2586
4562,3501
4562,4563
4980,4456
4980,4474
4980,4981
228,158
228,4895
4652,4654
4652,4702
4652,4703
4652,4648
3528,3514
3618,3607
4252,4251
4252,4574
4252,191
4252,4249
4931,4930
4931,4933
4931,5035
4931,4622
4931,4625
2390,3940
2390,3956
2390,3952
2390,2389
3020,3034
3020,3035
3020,3036
3020,3021
3020,3038
3020,4846
3020,4848
3020,3016
3671,3661
3671,3667
2681,4142
2681,27
2681,2834
2681,2680
4087,4090
4177,59
4177,4783
4084,4186
4084,4090
2955,2391
2955,2967
2955,2957
2955,3393
5020,5029
5020,4012
692,259
692,2586
3036,3020
4812,4837
4812,4804
4812,4813
4812,4810
3074,3080
3074,4892
3074,1401
3074,2506
3074,1346
3074,1323
4091,4090
2837,3644
2837,3385
2837,3386
2837,4133
2875,1964
2875,244
2875,2876
2875,4168
154,183
154,3072
154,1512
154,4892
154,4893
154,442
154,2773
173,3727
173,3719
173,103
173,3720
4431,4430
4431,3265
4431,3259
4431,4432
4431,4420
4828,4847
4828,4830
4828,4829
4828,4836
2500,153
2500,152
3622,3607
3663,3661
3411,3407
3411,2366
3411,3413
3633,76
4981,4980
4981,4454
2394,2393
2394,166
2394,1952
2394,536
2429,703
2429,2430
3326,3325
3326,3322
3326,3327
3768,3761
4168,2875
4168,2876
4168,2393
4168,4165
4810,4835
4810,4812
4810,4811
4810,3063
307,3893
307,4325
307,4622
307,4316
2687,2690
2687,4186
2687,4698
2687,4699
4139,2693
4139,4142
4139,2680
4139,4186
4892,154
4892,1512
4892,3080
4892,2775
4892,1323
4892,3074
4892,4893
2409,106
2409,3752
2700,4650
2700,4554
2700,4648
2700,3316
4725,3913
4725,4724
4790,4789
4790,4163
4790,3549
4790,3551
4790,3552
4790,4788
3518,2935
369,4043
369,4058
3018,3041
3018,3043
3018,3044
3018,3016
3018,4801
3018,4840
3018,3051
2887,2885
2887,191
2887,3851
4454,4458
4454,4981
442,183
442,154
442,2773
4771,4769
4771,4774
4771,4037
4771,4038
4771,4034
5007,5005
5007,4228
5007,5006
3479,4774
4249,4252
4249,4250
4249,191
3385,3644
3385,3401
3385,3386
3385,2837
3040,3038
3454,3441
3576,3001
3462,3441
2408,3564
2408,3562
2408,2407
3004,3003
3004,3574
3004,4163
3004,59
3004,4789
4517,4516
4517,4518
4517,4511
3116,3056
3116,3114
3471,3441
3973,4934
4056,4058
2659,3347
2659,1021
3794,4919
3794,4921
3628,2963
4559,4563
4559,4560
4559,3292
4559,3299
5014,4518
5014,3324
3378,2479
3378,3377
3482,3485
4109,4090
4109,4706
3452,3445
3117,282
3117,3114
3117,110
3460,3441
4037,4771
4037,3480
2667,4702
2667,4703
2667,2665
3673,3379
3673,3382
3673,3674
3730,3732
3730,37
3730,3727
3730,2351
3956,3952
3956,2390
3295,3293
3295,3287
3295,3296
3296,3295
3296,3287
3296,3297
4080,4090
4228,5006
4228,5007
4228,4230
4228,4229
4228,4226
4804,4829
4804,4806
4804,4805
4804,4812
2968,2391
2968,2969
2968,2967
3293,1346
3293,3287
3293,3295
4105,4090
4123,4226
4123,2596
4741,4925
4741,4251
4277,4271
4490,4492
4490,233
4902,4899
4902,3111
3001,2544
3001,3576
3001,2549
3001,59
3766,103
3766,128
3766,193
3766,3773
3542,3540
3542,2362
3542,3509
3769,3768
4318,4622
1859,4717
1859,4733
1859,3913
1859,4718
4456,4473
4456,4474
4456,4980
4456,4459
4787,4789
4787,4788
4787,2362
1323,4892
1323,3074
4144,3401
4034,4769
4034,4771
4034,4762
4368,4383
4368,4367
4368,4373
284,2803
2494,2491
2494,2360
2494,2359
2854,28
2854,309
