3119,3120
3119,2955
3119,3116
3271,3500
3271,168
3271,3499
3271,3490
524,52
524,381
1760,1759
1760,537
2155,2154
2155,2151
2155,2153
1715,1716
1715,2071
1715,4200
1918,1921
1918,2461
1918,1917
2541,2540
2541,2792
2541,2483
2567,2601
2567,2545
2567,2628
2567,2633
3231,3218
3231,3506
3231,3801
3231,3805
3231,3747
3801,3231
3801,3747
3801,3805
3801,3806
3801,2600
3801,2545
361,41
361,157
1968,1906
1968,1908
1968,509
1968,2792
1968,1970
2156,2158
2156,2159
2156,314
2628,2633
2628,2567
2628,2545
2628,3194
2628,2616
2662,2614
2662,2663
2662,2615
3159,3141
3159,3160
255,537
255,738
255,1743
1799,1725
1799,1800
1799,3865
2094,2091
2094,1788
1804,1806
1804,35
1881,1850
1881,1882
1881,4185
1881,1880
3122,1957
3122,3121
4012,4018
4012,4010
11,192
11,1766
11,164
11,1777
11,1778
11,3128
171,3583
171,1801
171,2699
171,2694
1717,1718
1717,1716
380,3135
380,3139
380,1720
1412,1411
1412,210
1412,1413
1800,1799
1800,3865
1915,1916
1915,1060
1915,1057
1915,2952
185,327
185,402
222,364
222,1847
222,1848
222,1418
222,1419
222,1420
310,52
310,1807
310,1958
310,2963
1923,2467
1923,1924
1923,1922
2147,2146
2147,2095
2147,360
2956,2966
2956,474
2956,1726
2966,2955
2966,2956
4170,4104
4170,4100
1410,481
1410,211
1410,137
1849,364
1849,1850
1849,1879
1849,1880
1849,1848
1938,2475
1938,377
1938,2532
1938,1937
2161,2160
2161,2165
2161,2167
112,131
292,2153
1906,239
1906,1573
1906,509
1906,1968
1906,1908
3194,2545
3194,3195
3194,2628
3194,2616
3806,3805
3806,3259
3806,3504
3806,3505
3806,3804
3806,2545
3806,3801
4093,4094
4093,3739
4093,3767
4093,3768
204,106
204,2358
204,2456
204,1048
204,3272
563,176
563,1770
2910,453
2910,1127
2910,1416
2910,2912
2910,2908
35,3796
35,1804
35,1805
35,1806
35,1540
35,91
369,2688
369,2668
369,2697
369,1483
1729,265
1729,1730
1729,1751
364,1417
364,221
364,1849
364,222
386,151
386,542
1536,91
1536,29
2737,164
2737,1778
3847,3842
3847,3865
3847,3843
3847,3857
4081,4082
4081,3974
4081,4079
1413,1412
1413,210
1413,1416
2603,2551
2603,2643
2603,2602
2718,2691
2718,2693
1751,1729
1751,1752
1841,1737
1841,1842
1841,865
1841,3507
2154,2151
2154,2155
2798,2792
2798,3795
3039,2969
3039,521
3039,1940
79,388
79,553
168,289
168,3502
168,49
168,1039
