mapName,areaId,areaName,northWestX,northWestY,northWestZ,southEastX,southEastY,southEastZ
de_vertigo,4705,Pit,-2200.000000,-50.000000,11552.758789,-2150.000000,50.000000,11552.031250
de_vertigo,4880,Side,-1175.000000,-975.000000,11776.031250,-1125.000000,-950.000000,11776.031250
de_vertigo,4888,BombsiteA,-325.000000,-625.000000,11774.031250,-250.000000,-525.000000,11776.031250
de_vertigo,3102,BombsiteB,-2625.000000,625.000000,11784.067383,-2575.000000,650.000000,11780.852539
de_vertigo,3392,Tunnels,-1625.000000,275.000000,11488.031250,-1500.000000,300.000000,11488.031250
de_vertigo,4009,Tunnels,-1700.000000,-900.000000,11488.031250,-1650.000000,-800.000000,11488.031250
de_vertigo,4163,,-2275.000000,-775.000000,11776.031250,-2250.000000,-750.000000,11776.031250
de_vertigo,4237,BombsiteA,-775.000000,-775.000000,11776.031250,-700.000000,-700.000000,11776.031250
de_vertigo,5001,ARamp,-850.000000,-725.000000,11573.395508,-700.000000,-675.000000,11560.894531
de_vertigo,5082,Elevator,-950.000000,-225.000000,11776.031250,-850.000000,-100.000000,11776.031250
de_vertigo,3712,Tunnels,-2025.000000,-325.000000,11552.031250,-1800.000000,-250.000000,11552.031250
de_vertigo,3834,TSpawn,-1750.000000,-1475.000000,11488.031250,-1700.000000,-1400.000000,11488.031250
de_vertigo,4693,,-1525.000000,-175.000000,11488.031250,-1500.000000,-150.000000,11488.031250
de_vertigo,1067,BackDoor,-600.000000,225.000000,11776.031250,-550.000000,250.000000,11776.031250
de_vertigo,1069,BackofA,-500.000000,225.000000,11776.031250,-450.000000,250.000000,11776.031250
de_vertigo,3120,BombsiteB,-2550.000000,700.000000,11776.031250,-2500.000000,850.000000,11776.031250
de_vertigo,3131,Mid,-1700.000000,350.000000,11776.031250,-1625.000000,425.000000,11776.031250
de_vertigo,3586,Tunnels,-2025.000000,-500.000000,11552.031250,-2000.000000,-425.000000,11552.031250
de_vertigo,4662,LadderTop,-1550.000000,-575.000000,11776.031250,-1500.000000,-500.000000,11776.031250
de_vertigo,2490,Bridge,-1450.000000,-100.000000,11488.031250,-1350.000000,25.000000,11488.031250
de_vertigo,2491,Bridge,-1450.000000,25.000000,11488.031250,-1350.000000,75.000000,11488.031250
de_vertigo,3138,Mid,-1800.000000,275.000000,11776.031250,-1775.000000,325.000000,11776.031250
de_vertigo,3811,TSpawn,-2225.000000,-1025.000000,11488.031250,-2075.000000,-850.000000,11488.031250
de_vertigo,4534,Pit,-2475.000000,25.000000,11712.031250,-2375.000000,175.000000,11781.031250
de_vertigo,5074,BombsiteA,-375.000000,-200.000000,11776.031250,-350.000000,-175.000000,11776.031250
de_vertigo,271,APlatform,-600.000000,-1475.000000,11776.031250,-550.000000,-1400.000000,11776.031250
