mapName,areaId,areaName,northWestX,northWestY,northWestZ,southEastX,southEastY,southEastZ
de_overpass,12116,BackofA,-1900.000000,1000.000000,480.031250,-1875.000000,1025.000000,480.031250
de_overpass,6046,LowerPark,-2175.000000,-425.000000,387.272949,-2150.000000,-400.000000,387.999664
de_overpass,11969,BombsiteA,-2725.000000,525.000000,492.031250,-2700.000000,550.000000,480.031250
de_overpass,7164,Connector,-2150.000000,-950.000000,128.031250,-2125.000000,-925.000000,128.031250
de_overpass,10163,Canal,-475.000000,200.000000,3.442802,-425.000000,225.000000,2.240649
de_overpass,9805,Tunnels,-1525.000000,-2200.000000,336.031250,-1500.000000,-2175.000000,336.031250
de_overpass,10682,Fountain,-1975.000000,-2025.000000,467.635406,-1950.000000,-2000.000000,469.938110
de_overpass,11570,UpperPark,-3675.000000,-1975.000000,477.498810,-3575.000000,-1850.000000,481.902863
de_overpass,7219,UpperPark,-3575.000000,-2250.000000,474.332611,-3550.000000,-2225.000000,475.838409
de_overpass,8306,Walkway,-1550.000000,-100.000000,128.031250,-1475.000000,-25.000000,128.031250
de_overpass,10688,Water,-1700.000000,-550.000000,96.031250,-1600.000000,-425.000000,96.031250
de_overpass,11011,StorageRoom,-2350.000000,1200.000000,352.031250,-2300.000000,1225.000000,356.031250
de_overpass,12146,,-2075.000000,525.000000,522.037109,-2050.000000,550.000000,509.235596
de_overpass,12181,SnipersNest,-2200.000000,850.000000,256.031250,-2100.000000,900.000000,256.031250
de_overpass,926,UpperPark,-3675.000000,-825.000000,492.401489,-3650.000000,-750.000000,489.723419
de_overpass,3907,UpperPark,-3975.000000,-400.000000,524.929504,-3900.000000,-275.000000,528.802002
de_overpass,9498,UpperPark,-3800.000000,-2025.000000,492.993347,-3775.000000,-1975.000000,491.751617
de_overpass,10991,Lobby,-2625.000000,1350.000000,474.031250,-2600.000000,1375.000000,474.031250
de_overpass,1075,LowerPark,-2700.000000,-1600.000000,440.212585,-2675.000000,-1525.000000,435.715759
de_overpass,3674,Fountain,-2400.000000,-2175.000000,472.031250,-2375.000000,-2150.000000,472.031250
de_overpass,12423,BombsiteA,-1850.000000,650.000000,472.657379,-1825.000000,675.000000,473.283508
de_overpass,8581,Construction,-1200.000000,-650.000000,46.725483,-1150.000000,-625.000000,62.810242
de_overpass,10148,Canal,-425.000000,125.000000,4.059128,-400.000000,175.000000,1.971289
de_overpass,8563,Construction,-1050.000000,-575.000000,96.031250,-1000.000000,-525.000000,96.031250
de_overpass,10967,StorageRoom,-2700.000000,1400.000000,474.031250,-2600.000000,1575.000000,362.031250
de_overpass,7170,Walkway,-1875.000000,-475.000000,128.031250,-1800.000000,-450.000000,128.031250
de_overpass,10493,Playground,-2925.000000,-2875.000000,475.349304,-2875.000000,-2750.000000,476.579529
de_overpass,9305,Water,-1200.000000,300.000000,24.375637,-1175.000000,350.000000,51.101124
de_overpass,10844,Lobby,-2700.000000,1350.000000,474.031250,-2625.000000,1400.000000,474.031250
de_overpass,6207,Restroom,-2725.000000,-1025.000000,432.037933,-2625.000000,-1000.000000,432.031250
de_overpass,6332,LowerPark,-2275.000000,50.000000,415.842224,-2250.000000,100.000000,422.014618
de_overpass,11593,UpperPark,-3575.000000,-1850.000000,481.902863,-3550.000000,-1825.000000,483.480774
de_overpass,9297,Water,-1375.000000,175.000000,8.991159,-1350.000000,225.000000,0.061114
de_overpass,11237,UpperPark,-3775.000000,-1100.000000,497.504883,-3750.000000,-1050.000000,492.139221
de_overpass,8810,,-3075.000000,-2325.000000,474.031250,-3050.000000,-2275.000000,471.753998
de_overpass,10807,Connector,-2000.000000,-925.000000,128.031250,-1950.000000,-900.000000,128.031250
de_overpass,1763,Fountain,-3225.000000,-2150.000000,472.031189,-3175.000000,-2125.000000,471.774597
de_overpass,8560,Construction,-975.000000,-400.000000,96.031250,-875.000000,-300.000000,96.031250
de_overpass,9833,Canal,-600.000000,-200.000000,6.092217,-525.000000,-100.000000,0.332058
de_overpass,10230,,-3500.000000,-1075.000000,490.109772,-3450.000000,-1025.000000,499.421173
de_overpass,10269,Pipe,-775.000000,-1000.000000,23.561855,-650.000000,-900.000000,17.635014
de_overpass,10476,,-625.000000,-1350.000000,144.031250,-600.000000,-1300.000000,134.259995
de_overpass,8210,TSpawn,-1500.000000,-3450.000000,308.031250,-1475.000000,-3425.000000,300.137329
de_overpass,9244,Water,-1300.000000,275.000000,6.422478,-1275.000000,325.000000,24.953510
de_overpass,11884,BombsiteA,-2000.000000,525.000000,472.031250,-1975.000000,575.000000,472.031250
de_overpass,1567,UpperPark,-3825.000000,-525.000000,494.521698,-3800.000000,-500.000000,496.956909
de_overpass,9360,,-2325.000000,-1225.000000,432.031250,-2300.000000,-1200.000000,424.031250
de_overpass,7748,TSpawn,-1225.000000,-3025.000000,260.975372,-1200.000000,-3000.000000,254.906998
de_overpass,9184,Water,-1400.000000,200.000000,15.008807,-1375.000000,225.000000,6.946703
de_overpass,8166,TSpawn,-1650.000000,-3250.000000,301.355194,-1575.000000,-3125.000000,292.938812
de_overpass,10340,Canal,-650.000000,-1050.000000,26.211840,-625.000000,-975.000000,24.598690
de_overpass,64,Alley,-825.000000,-1475.000000,145.031250,-675.000000,-1325.000000,144.110748
de_overpass,322,LowerPark,-2475.000000,-1050.000000,432.031250,-2375.000000,-975.000000,392.269684
de_overpass,11921,BackofA,-2000.000000,925.000000,480.031250,-1950.000000,950.000000,480.031250
de_overpass,10492,Playground,-2975.000000,-2775.000000,484.497131,-2925.000000,-2725.000000,478.880554
de_overpass,10875,StorageRoom,-2275.000000,1250.000000,356.031250,-2250.000000,1325.000000,356.031250
de_overpass,2385,LowerPark,-2600.000000,-1450.000000,432.317291,-2575.000000,-1425.000000,432.305359
de_overpass,12267,BombsiteA,-2000.000000,700.000000,472.332550,-1975.000000,725.000000,472.754364
de_overpass,9361,,-2300.000000,-1200.000000,424.031250,-2275.000000,-1175.000000,408.031250
de_overpass,7186,UpperPark,-3825.000000,-1925.000000,490.867310,-3675.000000,-1875.000000,474.979980
de_overpass,7820,SnipersNest,-1825.000000,600.000000,256.031250,-1775.000000,625.000000,256.031250
de_overpass,9377,Playground,-2250.000000,-2650.000000,478.685242,-2200.000000,-2600.000000,471.013672
de_overpass,10268,Canal,-625.000000,-1300.000000,134.259995,-550.000000,-1200.000000,84.259964
de_overpass,11249,UpperPark,-3800.000000,-500.000000,496.993469,-3650.000000,-350.000000,515.214172
de_overpass,7179,UpperPark,-3625.000000,-2375.000000,473.447754,-3500.000000,-2250.000000,474.128326
de_overpass,7412,Water,-1650.000000,175.000000,66.078674,-1625.000000,250.000000,44.090900
de_overpass,10788,Water,-1425.000000,-850.000000,24.810364,-1400.000000,-825.000000,20.816763
de_overpass,9794,,-1725.000000,-2350.000000,344.031250,-1700.000000,-2325.000000,336.031250
de_overpass,10305,Alley,-750.000000,-1325.000000,144.031250,-700.000000,-1275.000000,144.031250
de_overpass,4558,Tunnels,-1850.000000,-2475.000000,410.497467,-1825.000000,-2425.000000,399.644165
de_overpass,6049,LowerPark,-2525.000000,-50.000000,425.978821,-2450.000000,75.000000,424.836700
de_overpass,12269,BombsiteA,-2000.000000,675.000000,472.272278,-1975.000000,700.000000,472.633850
de_overpass,393,UpperPark,-3725.000000,-675.000000,494.480835,-3675.000000,-600.000000,489.165863
de_overpass,832,Alley,-500.000000,-1850.000000,144.790634,-450.000000,-1800.000000,144.208405
