612,2795
612,1646
612,2793
2748,2749
2748,6481
7556,1918
7556,6827
14875,7308
14875,8953
17,32
17,1867
17,272
17,472
17,3507
17,63
17,208
17,61
17,1225
17,9785
1472,190
1472,738
1472,5380
1472,5316
1472,1054
1472,1047
1472,6696
1472,6697
5266,1047
5266,1463
5266,2322
1479,738
1479,1070
1479,1067
1479,5373
1479,1054
3500,7440
3500,1241
3500,6410
332,1068
332,6709
332,6814
332,740
332,444
332,560
13986,13983
13986,7776
1102,5789
1102,190
1102,6556
1102,5791
1102,1504
2210,51
2210,2703
272,9798
272,9799
272,86
272,6654
272,3518
272,17
272,1867
6499,4746
6499,9746
6499,704
6499,7568
7345,8953
7345,14876
7345,14837
13677,1361
13677,4462
13677,6893
13677,13675
13677,14847
13677,14848
6536,103
6536,1039
6536,6537
6536,188
6436,1276
6436,488
6436,3834
6436,6437
6436,479
155,16
155,3434
155,3433
155,7700
155,1846
155,118
347,5100
347,1440
347,1441
347,6213
347,202
347,6322
347,6319
347,6320
2227,8924
2227,7392
2227,7401
2227,7393
2227,6514
638,60
638,635
638,257
638,1206
638,1193
3381,643
3381,822
3381,116
3381,361
6971,7532
6971,7533
6971,6849
6971,6976
6971,1353
7343,7344
7343,969
371,660
371,158
492,3880
492,377
492,669
492,14001
492,14002
492,1957
492,1284
492,662
492,14852
7769,2985
7769,1214
7769,7767
13637,13636
13637,13639
13637,13630
821,58
821,1890
821,2953
821,1168
1683,1172
1683,2970
1683,468
1683,2969
1683,1208
3373,1831
3373,468
3604,7740
3604,7742
3604,7434
3604,1250
4240,126
5383,1067
5383,1068
5383,1053
5383,736
374,490
374,923
374,1964
374,928
374,87
374,160
374,6440
374,283
3352,1684
3352,3329
3499,1241
3499,1242
3499,890
3499,6411
6326,7565
6326,7568
6326,704
6326,6327
6326,2713
11412,11411
11412,11415
11412,11416
11412,11410
4879,1008
4879,1416
4879,532
4879,2181
895,3538
895,9799
895,3530
895,3529
895,3528
895,9795
895,9797
2243,13879
2243,5058
2243,7390
2243,5034
6456,7450
6456,6457
6456,4050
6456,4051
7451,14848
7451,6457
14849,14830
14849,4069
14849,14850
99,716
99,4903
99,181
99,12
99,35
445,349
445,705
445,4692
445,4693
445,56
445,1347
1169,158
1169,653
1169,6426
1169,616
1169,820
1169,2951
13970,6954
13970,13973
964,4282
964,7277
964,4283
964,7275
2919,1670
2919,6332
2919,2918
6440,374
6440,160
6440,6441
6440,87
7444,1941
7444,6663
552,1467
552,6555
552,412
552,5322
552,735
552,6212
1684,2975
1684,2972
1684,1172
1684,3352
1684,3329
246,2821
246,1153
1242,1241
1242,6412
1242,6413
1242,9796
1242,3499
1242,890
3482,1239
3482,6411
6542,6539
6542,6543
6542,2293
14038,14036
14038,398
14038,9746
283,373
283,490
283,374
283,87
283,488
283,372
688,385
688,4277
688,962
688,1323
1967,7328
1967,6963
1967,3890
7263,4126
7263,7261
7263,7262
931,3933
931,3928
4277,688
4277,962
4277,509
4277,1323
7397,1016
7397,8928
7397,4992
7397,8930
10971,11061
10971,11015
10971,11375
10971,11388
10971,11417
10971,10957
14711,14710
14711,14713
14711,11017
14711,10981
14711,11029
14711,11119
14711,10954
14711,10980
14711,11028
444,332
444,2402
444,1130
444,6566
444,740
641,3375
641,208
641,20
641,153
4693,349
4693,994
4693,705
4693,445
14863,1948
14863,14852
14863,213
5199,409
5199,1462
5199,1456
5199,2297
6291,6290
6291,317
6291,4977
6291,6512
6291,132
6291,535
6425,6424
6425,3703
6425,158
6425,615
6425,3573
7435,7742
7435,479
11377,11388
11377,11378
11377,11417
11377,11376
1978,1286
3421,1232
3421,267
7565,4687
7565,7568
7565,2713
7565,6326
7565,1143
7565,7504
11099,11388
11099,10996
11099,11311
11099,11378
11099,11417
11337,11336
11337,10954
11337,10958
11337,11338
12212,11403
12212,11406
12212,11329
12212,12211
7527,7340
7527,7344
6406,1851
7504,7503
7504,7565
7504,1143
7504,56
6663,7444
6663,6664
6663,6662
7440,891
7440,3500
388,14869
388,7331
388,6855
388,6957
3331,871
3331,3322
3331,3199
4075,945
4075,14020
4075,292
4075,7457
6411,6410
6411,1241
6411,3499
6411,890
6411,3482
7771,7773
7771,7772
7771,7321
9799,895
9799,9795
9799,1255
9799,272
9799,6654
9799,9798
5000,134
5000,1426
5000,6290
6865,7374
6865,174
6865,9752
